time,open,high,low,close,Volume,Volume MA
1999-09-27T21:00:00Z,2.5259,2.5389,2.5021,2.5062,0,0
1999-09-28T21:00:00Z,2.5108,2.5242,2.5013,2.5194,0,0
1999-09-29T21:00:00Z,2.5202,2.5332,2.5161,2.5242,0,0
1999-09-30T21:00:00Z,2.5281,2.5326,2.5066,2.5236,0,0
1999-10-03T21:00:00Z,2.5192,2.5241,2.4953,2.4967,0,0
1999-10-04T21:00:00Z,2.5005,2.5063,2.4831,2.5003,0,0
1999-10-05T21:00:00Z,2.4997,2.5149,2.4957,2.5072,0,0
1999-10-06T21:00:00Z,2.5055,2.5103,2.4977,2.5055,0,0
1999-10-07T21:00:00Z,2.506,2.528,2.5037,2.5241,0,0
1999-10-10T21:00:00Z,2.5257,2.5366,2.5198,2.5207,0,0
1999-10-11T21:00:00Z,2.5208,2.542,2.5191,2.5243,0,0
1999-10-12T21:00:00Z,2.5225,2.5609,2.5113,2.5543,0,0
1999-10-13T21:00:00Z,2.5523,2.5671,2.5409,2.5631,0,0
1999-10-14T21:00:00Z,2.5625,2.5868,2.55,2.5765,0,0
1999-10-17T21:00:00Z,2.5886,2.5995,2.5833,2.5882,0,0
1999-10-18T21:00:00Z,2.5885,2.5934,2.5738,2.5811,0,0
1999-10-19T21:00:00Z,2.582,2.5855,2.5664,2.5742,0,0
1999-10-20T21:00:00Z,2.5736,2.5937,2.5664,2.574,0,0
1999-10-21T21:00:00Z,2.5737,2.5827,2.5395,2.5488,0,0
1999-10-24T21:00:00Z,2.5514,2.5645,2.546,2.5495,0,0
1999-10-25T21:00:00Z,2.5492,2.5561,2.5259,2.5432,0,0
1999-10-26T21:00:00Z,2.5425,2.5651,2.5405,2.5578,0,0
1999-10-27T21:00:00Z,2.5545,2.5612,2.5319,2.5379,0,0
1999-10-28T21:00:00Z,2.5363,2.5847,2.535,2.5794,0,0
1999-10-31T22:00:00Z,2.573,2.5856,2.5625,2.5731,0,0
1999-11-01T22:00:00Z,2.5728,2.5753,2.5649,2.5657,0,0
1999-11-02T22:00:00Z,2.5651,2.5782,2.5506,2.557,0,0
1999-11-03T22:00:00Z,2.5582,2.5868,2.5402,2.544,0,0
1999-11-04T22:00:00Z,2.5444,2.5607,2.5291,2.5343,0,0
1999-11-07T22:00:00Z,2.5405,2.5421,2.5242,2.5371,0,0
1999-11-08T22:00:00Z,2.539,2.552,2.5323,2.5419,0,0
1999-11-09T22:00:00Z,2.5382,2.5447,2.5268,2.5351,0,0
1999-11-10T22:00:00Z,2.537,2.5376,2.5198,2.525,0,0
1999-11-11T22:00:00Z,2.5255,2.5404,2.5019,2.5035,0,0
1999-11-14T22:00:00Z,2.4969,2.5126,2.4932,2.5091,0,0
1999-11-15T22:00:00Z,2.5105,2.5256,2.5074,2.5154,0,0
1999-11-16T22:00:00Z,2.512,2.5436,2.512,2.5387,0,0
1999-11-17T22:00:00Z,2.5379,2.5493,2.5225,2.5236,0,0
1999-11-18T22:00:00Z,2.5233,2.5389,2.5233,2.5321,0,0
1999-11-21T22:00:00Z,2.5301,2.5448,2.5301,2.5428,0,0
