Local time,Open,High,Low,Close,Volume
05.01.2014 22:00:00.000 GMT-0000,1.64026,1.65170,1.63370,1.64785,445919.4204000002
12.01.2014 22:00:00.000 GMT-0000,1.64829,1.65076,1.63090,1.64206,426770.9686000001
19.01.2014 22:00:00.000 GMT-0000,1.64167,1.66679,1.63949,1.64772,435171.5513000001
26.01.2014 22:00:00.000 GMT-0000,1.65033,1.66253,1.64272,1.64352,468394.82170000015
02.02.2014 22:00:00.000 GMT-0000,1.64186,1.64405,1.62522,1.64077,464270.7813999998
09.02.2014 22:00:00.000 GMT-0000,1.63965,1.67554,1.63827,1.67476,446532.1504000001
16.02.2014 22:00:00.000 GMT-0000,1.67687,1.68223,1.66112,1.66150,433743.29939999984
23.02.2014 22:00:00.000 GMT-0000,1.66269,1.67690,1.65834,1.67403,429613.1696999997
02.03.2014 22:00:00.000 GMT-0000,1.67124,1.67857,1.66410,1.67135,411609.89969999995
09.03.2014 21:00:00.000 GMT-0000,1.67268,1.67413,1.65685,1.66502,388784.81970000005
16.03.2014 21:00:00.000 GMT-0000,1.66382,1.66657,1.64754,1.64840,377066.03990000003
23.03.2014 21:00:00.000 GMT-0000,1.64567,1.66511,1.64567,1.66372,415263.7485000001
30.03.2014 22:00:00.000 GMT+0100,1.66538,1.66837,1.65539,1.65671,351174.31879999995
06.04.2014 22:00:00.000 GMT+0100,1.65675,1.68200,1.65653,1.67295,354819.66010000004
13.04.2014 22:00:00.000 GMT+0100,1.67181,1.68418,1.66583,1.67905,324011.69999999984
20.04.2014 22:00:00.000 GMT+0100,1.67882,1.68392,1.67626,1.67959,290406.05110000004
27.04.2014 22:00:00.000 GMT+0100,1.68014,1.69196,1.67773,1.68688,344637.9406999999
04.05.2014 22:00:00.000 GMT+0100,1.68745,1.69961,1.68321,1.68455,346762.44100000005
11.05.2014 22:00:00.000 GMT+0100,1.68380,1.69029,1.67320,1.68072,394378.4682
18.05.2014 22:00:00.000 GMT+0100,1.68147,1.69207,1.68021,1.68299,411149.60810000007
25.05.2014 22:00:00.000 GMT+0100,1.68308,1.68820,1.66928,1.67526,392858.3605999998
01.06.2014 22:00:00.000 GMT+0100,1.67634,1.68451,1.66986,1.67987,486543.2682
08.06.2014 22:00:00.000 GMT+0100,1.68041,1.69919,1.67379,1.69632,528398.5281000001
15.06.2014 22:00:00.000 GMT+0100,1.69717,1.70625,1.69204,1.70113,492035.4689
22.06.2014 22:00:00.000 GMT+0100,1.70106,1.70509,1.69522,1.70325,424395.68150000006
29.06.2014 22:00:00.000 GMT+0100,1.70262,1.71791,1.70084,1.71577,443455.65890000004
06.07.2014 22:00:00.000 GMT+0100,1.71675,1.71678,1.70851,1.70996,441467.40890000004
13.07.2014 22:00:00.000 GMT+0100,1.71205,1.71910,1.70361,1.70842,474678.65989999985
20.07.2014 22:00:00.000 GMT+0100,1.70858,1.70992,1.69610,1.69738,523698.25949999987
27.07.2014 22:00:00.000 GMT+0100,1.69778,1.70006,1.68140,1.68225,638973.6129999997
03.08.2014 22:00:00.000 GMT+0100,1.68319,1.68882,1.67664,1.67730,540691.0393000001
10.08.2014 22:00:00.000 GMT+0100,1.67774,1.68434,1.66572,1.66888,490606.55179999996
17.08.2014 22:00:00.000 GMT+0100,1.67320,1.67373,1.65611,1.65669,439199.81039999984
24.08.2014 22:00:00.000 GMT+0100,1.65405,1.66133,1.65355,1.65958,533417.2199999999
31.08.2014 22:00:00.000 GMT+0100,1.65916,1.66435,1.62806,1.63241,620092.6996999999
07.09.2014 22:00:00.000 GMT+0100,1.61687,1.62765,1.60518,1.62627,980192.4210999999
14.09.2014 22:00:00.000 GMT+0100,1.62754,1.65239,1.61618,1.62855,1091672.6178000004
21.09.2014 22:00:00.000 GMT+0100,1.63057,1.64152,1.62375,1.62387,792924.5779000003
28.09.2014 22:00:00.000 GMT+0100,1.62304,1.62866,1.59516,1.59675,953588.9189999998
05.10.2014 22:00:00.000 GMT+0100,1.59563,1.62264,1.59535,1.60722,841519.2624000005
12.10.2014 22:00:00.000 GMT+0100,1.60727,1.61260,1.58747,1.60912,1044305.4194
19.10.2014 22:00:00.000 GMT+0100,1.61029,1.61842,1.59944,1.60855,860756.0274000001
26.10.2014 21:00:00.000 GMT-0000,1.60779,1.61820,1.59415,1.59904,937786.2999
02.11.2014 22:00:00.000 GMT-0000,1.59619,1.60217,1.57900,1.58660,1102598.0479000004
09.11.2014 22:00:00.000 GMT-0000,1.58829,1.59441,1.55923,1.56649,959620.9055999994
16.11.2014 22:00:00.000 GMT-0000,1.56800,1.57368,1.55897,1.56457,1002449.5970999998
23.11.2014 22:00:00.000 GMT-0000,1.56353,1.58252,1.56139,1.56399,903441.3497999999
30.11.2014 22:00:00.000 GMT-0000,1.56482,1.57636,1.55683,1.55768,1235962.0066000002
07.12.2014 22:00:00.000 GMT-0000,1.55709,1.57565,1.55412,1.57145,1318005.7559000007
14.12.2014 22:00:00.000 GMT-0000,1.57221,1.57853,1.55417,1.56170,1293412.009
21.12.2014 22:00:00.000 GMT-0000,1.56238,1.56650,1.54858,1.55512,527875.2993
28.12.2014 22:00:00.000 GMT-0000,1.55586,1.56203,1.53252,1.53252,647537.3159000003
04.01.2015 22:00:00.000 GMT-0000,1.53002,1.53193,1.50342,1.51554,1057426.1937999998
11.01.2015 22:00:00.000 GMT-0000,1.51766,1.52689,1.50752,1.51370,1169818.5354000004
18.01.2015 22:00:00.000 GMT-0000,1.51270,1.52122,1.49511,1.49855,1170698.4039999996
25.01.2015 22:00:00.000 GMT-0000,1.50076,1.52235,1.49865,1.50594,1167653.6969999997
01.02.2015 22:00:00.000 GMT-0000,1.50898,1.53521,1.49883,1.52363,1155793.0681999999
08.02.2015 22:00:00.000 GMT-0000,1.52252,1.54220,1.51961,1.53837,1237673.6257000004
15.02.2015 22:00:00.000 GMT-0000,1.54225,1.54794,1.53160,1.53917,1131718.5416000006
22.02.2015 22:00:00.000 GMT-0000,1.53955,1.55519,1.53323,1.54319,1109334.0397000003
01.03.2015 22:00:00.000 GMT-0000,1.54165,1.54280,1.50317,1.50332,1042841.2262
08.03.2015 21:00:00.000 GMT-0000,1.50337,1.51368,1.47000,1.47412,1433087.0912000006
15.03.2015 21:00:00.000 GMT-0000,1.47387,1.51611,1.46347,1.49594,1248310.2613000004
22.03.2015 21:00:00.000 GMT-0000,1.49676,1.49941,1.47963,1.48751,1453185.5505
29.03.2015 22:00:00.000 GMT+0100,1.48838,1.49442,1.47394,1.49089,1291120.820700001
05.04.2015 22:00:00.000 GMT+0100,1.49148,1.49810,1.45869,1.46318,1127956.2286000003
12.04.2015 22:00:00.000 GMT+0100,1.46172,1.50535,1.45656,1.49584,1345395.5624
19.04.2015 22:00:00.000 GMT+0100,1.49553,1.51876,1.48562,1.51865,1336428.9192999997
26.04.2015 22:00:00.000 GMT+0100,1.51731,1.54978,1.51067,1.51344,1404717.0450000002
03.05.2015 22:00:00.000 GMT+0100,1.51391,1.55220,1.50889,1.54524,1484648.4225
10.05.2015 22:00:00.000 GMT+0100,1.54430,1.58144,1.53928,1.57286,1480770.3434999995
17.05.2015 22:00:00.000 GMT+0100,1.57410,1.57450,1.54463,1.54789,1076739.5434
24.05.2015 22:00:00.000 GMT+0100,1.54728,1.55073,1.52361,1.52899,677566.1484000001
31.05.2015 22:00:00.000 GMT+0100,1.52920,1.54415,1.51699,1.52634,810638.3500000001
07.06.2015 22:00:00.000 GMT+0100,1.52553,1.55979,1.52211,1.55558,794550.9303
14.06.2015 22:00:00.000 GMT+0100,1.55446,1.59294,1.54872,1.58821,724014.1472000004
21.06.2015 22:00:00.000 GMT+0100,1.58679,1.59096,1.56666,1.57398,604293.8681
28.06.2015 22:00:00.000 GMT+0100,1.56934,1.57889,1.55545,1.55665,706086.7017000001
05.07.2015 22:00:00.000 GMT+0100,1.55477,1.56282,1.53298,1.55061,795869.4081999995
12.07.2015 22:00:00.000 GMT+0100,1.55001,1.56753,1.54504,1.56015,859852.0395000003
19.07.2015 22:00:00.000 GMT+0100,1.55871,1.56706,1.54667,1.55049,687541.7735
26.07.2015 22:00:00.000 GMT+0100,1.55118,1.56898,1.54905,1.56146,600449.7509999999
02.08.2015 22:00:00.000 GMT+0100,1.56314,1.56510,1.54245,1.54894,612724.61
09.08.2015 22:00:00.000 GMT+0100,1.54868,1.56601,1.54581,1.56385,646360.8302999997
16.08.2015 22:00:00.000 GMT+0100,1.56526,1.57233,1.55621,1.56888,798062.3385
23.08.2015 22:00:00.000 GMT+0100,1.56765,1.58181,1.53350,1.53881,933480.2424000003
30.08.2015 22:00:00.000 GMT+0100,1.54102,1.54368,1.51639,1.51650,631396.2309999997
06.09.2015 22:00:00.000 GMT+0100,1.51766,1.54754,1.51712,1.54263,654526.9725999997
13.09.2015 22:00:00.000 GMT+0100,1.54300,1.56585,1.53295,1.55223,641722.8613000002
20.09.2015 22:00:00.000 GMT+0100,1.55217,1.55677,1.51352,1.51748,669285.3207
27.09.2015 22:00:00.000 GMT+0100,1.51792,1.52409,1.51069,1.51809,658338.0774000003
04.10.2015 22:00:00.000 GMT+0100,1.51889,1.53831,1.51367,1.53041,676237.9205999995
11.10.2015 22:00:00.000 GMT+0100,1.53055,1.55084,1.52003,1.54320,727461.1712999998
18.10.2015 22:00:00.000 GMT+0100,1.54370,1.55082,1.53058,1.53105,637141.3715000001
25.10.2015 21:00:00.000 GMT-0000,1.53162,1.54676,1.52421,1.54259,631068.3097000002
01.11.2015 22:00:00.000 GMT-0000,1.54488,1.54968,1.50268,1.50412,623138.6125999998
08.11.2015 22:00:00.000 GMT-0000,1.50506,1.52633,1.50414,1.52348,563524.9901000002
15.11.2015 22:00:00.000 GMT-0000,1.52273,1.53355,1.51542,1.51855,593982.4592999999
22.11.2015 22:00:00.000 GMT-0000,1.51810,1.51954,1.50297,1.50297,586497.99
29.11.2015 22:00:00.000 GMT-0000,1.50335,1.51590,1.48946,1.51032,774149.3189000003
06.12.2015 22:00:00.000 GMT-0000,1.51070,1.52398,1.49567,1.52174,759466.3412
13.12.2015 22:00:00.000 GMT-0000,1.52308,1.52308,1.48648,1.48905,786272.0397
20.12.2015 22:00:00.000 GMT-0000,1.49006,1.49449,1.48052,1.49266,432946.1103999999
27.12.2015 22:00:00.000 GMT-0000,1.49042,1.49337,1.47266,1.47293,401620.1901000002
03.01.2016 22:00:00.000 GMT-0000,1.47336,1.48160,1.45060,1.45175,771785.9001999998
10.01.2016 22:00:00.000 GMT-0000,1.45239,1.46042,1.42485,1.42485,807132.5906999998
17.01.2016 22:00:00.000 GMT-0000,1.42504,1.43627,1.40793,1.42619,834406.7223
24.01.2016 22:00:00.000 GMT-0000,1.42652,1.44130,1.41491,1.42409,823713.9194000004
31.01.2016 22:00:00.000 GMT-0000,1.42500,1.46680,1.42276,1.44999,896923.3378999999
07.02.2016 22:00:00.000 GMT-0000,1.44798,1.45783,1.43519,1.44996,1004918.0903999998
14.02.2016 22:00:00.000 GMT-0000,1.45003,1.45350,1.42351,1.44014,835556.3488
21.02.2016 22:00:00.000 GMT-0000,1.42611,1.43056,1.38535,1.38690,888853.8786000004
28.02.2016 22:00:00.000 GMT-0000,1.38556,1.42484,1.38358,1.42290,954038.0880999996
06.03.2016 22:00:00.000 GMT-0000,1.42158,1.44361,1.41178,1.43821,864954.9870999997
13.03.2016 21:00:00.000 GMT-0000,1.43647,1.45141,1.40526,1.44750,826963.5727999998
20.03.2016 21:00:00.000 GMT-0000,1.44339,1.44672,1.40568,1.41211,628562.2337
27.03.2016 22:00:00.000 GMT+0100,1.41273,1.44588,1.41199,1.42211,743861.0492999997
03.04.2016 22:00:00.000 GMT+0100,1.42201,1.43215,1.40048,1.41231,761664.9998999999
10.04.2016 22:00:00.000 GMT+0100,1.41132,1.43476,1.40903,1.41982,722490.0402000003
17.04.2016 22:00:00.000 GMT+0100,1.41969,1.44514,1.41310,1.43983,746981.7586999999
24.04.2016 22:00:00.000 GMT+0100,1.44620,1.46700,1.44025,1.46085,901777.8068
01.05.2016 22:00:00.000 GMT+0100,1.45825,1.47698,1.44147,1.44203,783674.7725000003
08.05.2016 22:00:00.000 GMT+0100,1.44108,1.45303,1.43403,1.43546,709211.2089
15.05.2016 22:00:00.000 GMT+0100,1.43437,1.46629,1.43323,1.44988,705815.7527999999
22.05.2016 22:00:00.000 GMT+0100,1.45028,1.47394,1.44422,1.46152,719914.2678000001
29.05.2016 22:00:00.000 GMT+0100,1.46064,1.47253,1.43857,1.45075,690530.772
05.06.2016 22:00:00.000 GMT+0100,1.44627,1.46607,1.41794,1.42485,718393.2582000002
12.06.2016 22:00:00.000 GMT+0100,1.42647,1.43873,1.40123,1.43535,729054.6903000001
19.06.2016 22:00:00.000 GMT+0100,1.44694,1.50177,1.32271,1.36595,1140989.0925999994
26.06.2016 22:00:00.000 GMT+0100,1.34251,1.35328,1.31208,1.32718,1007552.0102999995
03.07.2016 22:00:00.000 GMT+0100,1.32448,1.33403,1.27971,1.29529,914308.6099000002
10.07.2016 22:00:00.000 GMT+0100,1.29461,1.34802,1.28502,1.31838,1036945.0588000001
17.07.2016 22:00:00.000 GMT+0100,1.31950,1.33144,1.30644,1.31090,1896900.7813
24.07.2016 22:00:00.000 GMT+0100,1.31406,1.33010,1.30571,1.32224,2602167.627100001
31.07.2016 22:00:00.000 GMT+0100,1.32220,1.33714,1.30209,1.30669,2337430.2030999996
07.08.2016 22:00:00.000 GMT+0100,1.30719,1.30965,1.29029,1.29148,1562832.9324999996
14.08.2016 22:00:00.000 GMT+0100,1.29206,1.31854,1.28658,1.30736,1618001.2180999997
21.08.2016 22:00:00.000 GMT+0100,1.30515,1.32789,1.30340,1.31297,1814810.388100001
28.08.2016 22:00:00.000 GMT+0100,1.31061,1.33522,1.30592,1.32906,1883899.0714
04.09.2016 22:00:00.000 GMT+0100,1.32934,1.34448,1.32391,1.32606,2017648.8885000001
11.09.2016 22:00:00.000 GMT+0100,1.32623,1.33469,1.29953,1.29953,2408060.172899999
18.09.2016 22:00:00.000 GMT+0100,1.29959,1.31207,1.29145,1.29604,2630420.0541999997
25.09.2016 22:00:00.000 GMT+0100,1.29615,1.30580,1.29161,1.29737,2540444.522499999
02.10.2016 22:00:00.000 GMT+0100,1.29184,1.29460,1.19198,1.24270,2617054.8725000005
09.10.2016 22:00:00.000 GMT+0100,1.23904,1.24441,1.20893,1.21810,2406599.187400002
16.10.2016 22:00:00.000 GMT+0100,1.21546,1.23311,1.21356,1.22280,1943463.4305000005
23.10.2016 22:00:00.000 GMT+0100,1.22157,1.22711,1.20825,1.21833,786884.6594999998
30.10.2016 21:00:00.000 GMT-0000,1.21729,1.25571,1.21436,1.25177,815532.6188999998
06.11.2016 22:00:00.000 GMT-0000,1.24515,1.26733,1.23528,1.25954,999334.9982000001
13.11.2016 22:00:00.000 GMT-0000,1.25625,1.25919,1.23020,1.23366,985566.0804000001
20.11.2016 22:00:00.000 GMT-0000,1.23423,1.25124,1.23123,1.24843,825502.9642000005
27.11.2016 22:00:00.000 GMT-0000,1.24783,1.27367,1.23854,1.27265,844782.3799000004
04.12.2016 22:00:00.000 GMT-0000,1.26776,1.27744,1.25492,1.25646,791234.7077000005
11.12.2016 22:00:00.000 GMT-0000,1.25724,1.27277,1.23760,1.24856,899283.1239999995
18.12.2016 22:00:00.000 GMT-0000,1.24756,1.25022,1.22284,1.22871,678150.6602000002
25.12.2016 22:00:00.000 GMT-0000,1.22562,1.23877,1.22006,1.23399,533995.8200999998
01.01.2017 22:00:00.000 GMT-0000,1.23202,1.24320,1.21994,1.22798,718334.8197
08.01.2017 22:00:00.000 GMT-0000,1.22487,1.23168,1.20380,1.21750,944034.8807999999
15.01.2017 22:00:00.000 GMT-0000,1.19972,1.24150,1.19870,1.23741,1044560.3661
22.01.2017 22:00:00.000 GMT-0000,1.23751,1.26731,1.23704,1.25447,963500.3295999996
29.01.2017 22:00:00.000 GMT-0000,1.25834,1.27060,1.24122,1.24765,882315.0581
05.02.2017 22:00:00.000 GMT-0000,1.24844,1.25821,1.23467,1.24835,817193.6890999996
12.02.2017 22:00:00.000 GMT-0000,1.24582,1.25483,1.23828,1.24069,790436.1111000002
19.02.2017 22:00:00.000 GMT-0000,1.24043,1.25698,1.24015,1.24561,706298.3303999997
26.02.2017 22:00:00.000 GMT-0000,1.24704,1.24785,1.22142,1.22915,739532.5470999999
05.03.2017 22:00:00.000 GMT-0000,1.22839,1.23004,1.21344,1.21636,682695.1281999999
12.03.2017 21:00:00.000 GMT-0000,1.21579,1.24047,1.21092,1.23945,763582.7506000003
19.03.2017 21:00:00.000 GMT-0000,1.23810,1.25307,1.23350,1.24710,663832.7377000002
26.03.2017 22:00:00.000 GMT+0100,1.24914,1.26151,1.23767,1.25512,697365.1786
02.04.2017 22:00:00.000 GMT+0100,1.25424,1.25558,1.23652,1.23678,664372.5499000003
09.04.2017 22:00:00.000 GMT+0100,1.23802,1.25742,1.23657,1.25172,655940.3896999996
16.04.2017 22:00:00.000 GMT+0100,1.25271,1.29053,1.25151,1.28022,747540.8299999998
23.04.2017 22:00:00.000 GMT+0100,1.28325,1.29648,1.27721,1.29476,787187.6400000001
30.04.2017 22:00:00.000 GMT+0100,1.29267,1.29837,1.28308,1.29753,613800.1921999997
07.05.2017 22:00:00.000 GMT+0100,1.29817,1.29888,1.28447,1.28848,763440.2485000001
14.05.2017 22:00:00.000 GMT+0100,1.28752,1.30476,1.28654,1.30349,812244.1090999997
21.05.2017 22:00:00.000 GMT+0100,1.29901,1.30429,1.27754,1.28032,719177.5214000003
28.05.2017 22:00:00.000 GMT+0100,1.28008,1.29208,1.27692,1.28894,602136.3995
04.06.2017 22:00:00.000 GMT+0100,1.28570,1.29774,1.26352,1.27365,674574.7995999998
11.06.2017 22:00:00.000 GMT+0100,1.27133,1.28177,1.26385,1.27726,698564.8318000003
18.06.2017 22:00:00.000 GMT+0100,1.27553,1.28144,1.25890,1.27159,691598.3574000006
25.06.2017 22:00:00.000 GMT+0100,1.27330,1.30298,1.27061,1.30183,736015.6906000002
02.07.2017 22:00:00.000 GMT+0100,1.30039,1.30232,1.28666,1.28864,670334.1790999998
09.07.2017 22:00:00.000 GMT+0100,1.28767,1.31135,1.28116,1.30973,626487.4822000001
16.07.2017 22:00:00.000 GMT+0100,1.30968,1.31253,1.29329,1.29931,691249.0483999999
23.07.2017 22:00:00.000 GMT+0100,1.29878,1.31585,1.29873,1.31335,681156.0133000001
30.07.2017 22:00:00.000 GMT+0100,1.31227,1.32679,1.30238,1.30366,611391.72
06.08.2017 22:00:00.000 GMT+0100,1.30354,1.30589,1.29393,1.30078,548180.0911000001
13.08.2017 22:00:00.000 GMT+0100,1.29801,1.30217,1.28313,1.28723,633752.6099999999
20.08.2017 22:00:00.000 GMT+0100,1.28563,1.29163,1.27738,1.28761,592696.5389999999
27.08.2017 22:00:00.000 GMT+0100,1.29246,1.29951,1.28526,1.29507,670287.7807000002
03.09.2017 22:00:00.000 GMT+0100,1.29602,1.32240,1.29088,1.31915,710290.2576
10.09.2017 22:00:00.000 GMT+0100,1.31811,1.36165,1.31488,1.35937,763241.9391999999
17.09.2017 22:00:00.000 GMT+0100,1.35556,1.36574,1.34496,1.34934,1020675.2415999997
24.09.2017 22:00:00.000 GMT+0100,1.34855,1.35706,1.33429,1.33953,801982.7535999998
01.10.2017 22:00:00.000 GMT+0100,1.33689,1.34021,1.30270,1.30645,739340.2982000002
08.10.2017 22:00:00.000 GMT+0100,1.30886,1.33375,1.30747,1.32823,677877.1086999997
15.10.2017 22:00:00.000 GMT+0100,1.32858,1.33115,1.30876,1.31871,696402.1092999999
22.10.2017 22:00:00.000 GMT+0100,1.31817,1.32790,1.30697,1.31247,669356.6786000001
29.10.2017 21:00:00.000 GMT-0000,1.31087,1.33206,1.30390,1.30738,682529.1181000002
05.11.2017 22:00:00.000 GMT-0000,1.30678,1.32292,1.30583,1.31881,725831.7642
12.11.2017 22:00:00.000 GMT-0000,1.31620,1.32601,1.30619,1.32156,760603.8470000004
19.11.2017 22:00:00.000 GMT-0000,1.32175,1.33600,1.31854,1.33346,673104.5707
26.11.2017 22:00:00.000 GMT-0000,1.33219,1.35491,1.32208,1.34746,896088.2433999995
03.12.2017 22:00:00.000 GMT-0000,1.34338,1.35383,1.33198,1.33789,867697.9831999998
10.12.2017 22:00:00.000 GMT-0000,1.33735,1.34658,1.33013,1.33269,884142.7545999998
17.12.2017 22:00:00.000 GMT-0000,1.33095,1.34199,1.33095,1.33541,833437.4710999998
24.12.2017 22:00:00.000 GMT-0000,1.33449,1.35440,1.33449,1.34944,585058.9981999997
31.12.2017 22:00:00.000 GMT-0000,1.35065,1.36124,1.34945,1.35640,649558.9388999997
07.01.2018 22:00:00.000 GMT-0000,1.35556,1.37440,1.34579,1.37277,823675.3405999999
14.01.2018 22:00:00.000 GMT-0000,1.37279,1.39449,1.37253,1.38479,995818.8584999999
21.01.2018 22:00:00.000 GMT-0000,1.38879,1.43451,1.38569,1.41562,1257174.9174000002
28.01.2018 22:00:00.000 GMT-0000,1.41347,1.42781,1.39798,1.41213,1305554.1669000003
04.02.2018 22:00:00.000 GMT-0000,1.41001,1.41501,1.37642,1.38239,1473681.7333000004
11.02.2018 22:00:00.000 GMT-0000,1.38081,1.41444,1.37958,1.40298,1194286.3185
18.02.2018 22:00:00.000 GMT-0000,1.40108,1.40488,1.38565,1.39656,1075477.2605999997
25.02.2018 22:00:00.000 GMT-0000,1.39844,1.40696,1.37115,1.37980,909400.8675000002
04.03.2018 22:00:00.000 GMT-0000,1.37886,1.39291,1.37664,1.38447,889133.9062000003
11.03.2018 21:00:00.000 GMT-0000,1.38500,1.39955,1.38410,1.39432,745019.9233999997
18.03.2018 21:00:00.000 GMT-0000,1.39353,1.42175,1.39128,1.41305,833990.5910000001
25.03.2018 22:00:00.000 GMT+0100,1.41326,1.42442,1.40088,1.40088,668205.8867
01.04.2018 22:00:00.000 GMT+0100,1.40224,1.41055,1.39652,1.40814,667624.1982999998
08.04.2018 22:00:00.000 GMT+0100,1.40866,1.42961,1.40782,1.42372,605250.2289999999
15.04.2018 22:00:00.000 GMT+0100,1.42397,1.43763,1.39965,1.40002,616223.8512000002
22.04.2018 22:00:00.000 GMT+0100,1.39990,1.40307,1.37470,1.37785,592636.3987
29.04.2018 22:00:00.000 GMT+0100,1.37711,1.37922,1.34861,1.35253,703084.6676000002
06.05.2018 22:00:00.000 GMT+0100,1.35327,1.36174,1.34598,1.35407,710210.2683000002
13.05.2018 22:00:00.000 GMT+0100,1.35393,1.36079,1.34511,1.34679,1238850.0035000003
20.05.2018 22:00:00.000 GMT+0100,1.34590,1.34911,1.32928,1.32946,783576.6388999996
27.05.2018 22:00:00.000 GMT+0100,1.33138,1.33617,1.32044,1.33449,827119.8589000003
03.06.2018 22:00:00.000 GMT+0100,1.33310,1.34722,1.32947,1.34081,687708.6703
10.06.2018 22:00:00.000 GMT+0100,1.34058,1.34463,1.32110,1.32763,714785.1614000001
17.06.2018 22:00:00.000 GMT+0100,1.32557,1.33146,1.31018,1.32593,817403.9305000002
24.06.2018 22:00:00.000 GMT+0100,1.32490,1.32918,1.30495,1.32040,974695.1556000002
01.07.2018 22:00:00.000 GMT+0100,1.31825,1.32898,1.30950,1.32844,809446.746
08.07.2018 22:00:00.000 GMT+0100,1.33179,1.33625,1.31025,1.32323,855812.3901999997
15.07.2018 22:00:00.000 GMT+0100,1.32272,1.32928,1.29574,1.31287,849772.0604999998
22.07.2018 22:00:00.000 GMT+0100,1.31229,1.32132,1.30714,1.30967,733275.5116999997
29.07.2018 22:00:00.000 GMT+0100,1.30989,1.31726,1.29753,1.30011,666635.5996999999
05.08.2018 22:00:00.000 GMT+0100,1.29948,1.30074,1.27228,1.27663,679025.8099999997
12.08.2018 22:00:00.000 GMT+0100,1.27421,1.28271,1.26617,1.27466,732683.0101999999
19.08.2018 22:00:00.000 GMT+0100,1.27420,1.29362,1.27293,1.28452,642914.3616
26.08.2018 22:00:00.000 GMT+0100,1.28365,1.30433,1.28287,1.29528,686558.5725999997
02.09.2018 22:00:00.000 GMT+0100,1.29095,1.30278,1.27851,1.29137,728089.7607000001
09.09.2018 22:00:00.000 GMT+0100,1.29179,1.31435,1.28967,1.30664,692618.034
16.09.2018 22:00:00.000 GMT+0100,1.30683,1.32980,1.30558,1.30764,788415.1882
23.09.2018 22:00:00.000 GMT+0100,1.30775,1.32171,1.30002,1.30278,692679.2870000005
30.09.2018 22:00:00.000 GMT+0100,1.30371,1.31226,1.29220,1.31136,796690.3608
07.10.2018 22:00:00.000 GMT+0100,1.31230,1.32575,1.30279,1.31516,885065.4212999996
14.10.2018 22:00:00.000 GMT+0100,1.30854,1.32362,1.30109,1.30666,761043.1487999998
21.10.2018 22:00:00.000 GMT+0100,1.30703,1.30899,1.27772,1.28260,837874.2495000002
28.10.2018 21:00:00.000 GMT-0000,1.28212,1.30406,1.26905,1.29617,758468.9369999998
04.11.2018 22:00:00.000 GMT-0000,1.30210,1.31744,1.29580,1.29729,781217.0095
11.11.2018 22:00:00.000 GMT-0000,1.29130,1.30718,1.27232,1.28261,1018534.8726999997
18.11.2018 22:00:00.000 GMT-0000,1.28443,1.29270,1.27638,1.28006,729583.7413999999
25.11.2018 22:00:00.000 GMT-0000,1.28215,1.28637,1.27249,1.27509,834085.2394999999
02.12.2018 22:00:00.000 GMT-0000,1.27644,1.28394,1.26582,1.27296,831884.4810000001
09.12.2018 22:00:00.000 GMT-0000,1.27048,1.27598,1.24766,1.25813,879714.8590999995
16.12.2018 22:00:00.000 GMT-0000,1.26008,1.27073,1.25629,1.26247,1205318.7208000002
23.12.2018 22:00:00.000 GMT-0000,1.26452,1.27382,1.26157,1.26943,888192.6304
30.12.2018 22:00:00.000 GMT-0000,1.26918,1.28145,1.24250,1.27170,934890.5943999998
06.01.2019 22:00:00.000 GMT-0000,1.27187,1.28655,1.27066,1.28347,1154156.3731
13.01.2019 22:00:00.000 GMT-0000,1.28516,1.30006,1.26688,1.28696,1157547.3713000002
20.01.2019 22:00:00.000 GMT-0000,1.28724,1.32172,1.28301,1.31984,1107960.1908000002
27.01.2019 22:00:00.000 GMT-0000,1.31837,1.32109,1.30430,1.30739,1179095.526
03.02.2019 22:00:00.000 GMT-0000,1.30618,1.31034,1.28540,1.29441,998434.5467000001
10.02.2019 22:00:00.000 GMT-0000,1.29277,1.29584,1.27727,1.28865,1067539.5891000004
17.02.2019 22:00:00.000 GMT-0000,1.29028,1.31088,1.28913,1.30494,1126913.5797
24.02.2019 22:00:00.000 GMT-0000,1.30713,1.33499,1.30488,1.31983,1316254.9805999997
03.03.2019 22:00:00.000 GMT-0000,1.32446,1.32541,1.29896,1.30111,1107835.6892
10.03.2019 21:00:00.000 GMT-0000,1.29646,1.33808,1.29604,1.32884,1320270.7698000008
17.03.2019 21:00:00.000 GMT-0000,1.32950,1.33105,1.30039,1.32058,1201691.9144
24.03.2019 21:00:00.000 GMT-0000,1.32127,1.32687,1.29776,1.30294,1238602.1756999998
31.03.2019 22:00:00.000 GMT+0100,1.30368,1.31956,1.29866,1.30338,1140527.8024
07.04.2019 22:00:00.000 GMT+0100,1.30337,1.31325,1.30197,1.30634,913419.7612999994
14.04.2019 22:00:00.000 GMT+0100,1.30737,1.31188,1.29783,1.29815,922929.4380999998
21.04.2019 22:00:00.000 GMT+0100,1.29892,1.30188,1.28654,1.29106,695412.1318999999
28.04.2019 22:00:00.000 GMT+0100,1.29137,1.31762,1.29046,1.31694,774183.5715999998
05.05.2019 22:00:00.000 GMT+0100,1.31388,1.31704,1.29673,1.29997,743444.0807999999
12.05.2019 22:00:00.000 GMT+0100,1.29924,1.30407,1.27118,1.27150,619865.4981
