Local time,Open,High,Low,Close,Volume
31.08.2008 22:00:00.000 GMT+0100,1.81490,1.81500,1.75360,1.76625,1384071.6594999998
07.09.2008 22:00:00.000 GMT+0100,1.77791,1.79760,1.74455,1.79400,1564520.7980999995
14.09.2008 22:00:00.000 GMT+0100,1.80507,1.83860,1.77330,1.83120,2808479.249
21.09.2008 22:00:00.000 GMT+0100,1.83311,1.86685,1.82615,1.84420,1619518.9456999998
28.09.2008 22:00:00.000 GMT+0100,1.83518,1.83565,1.75500,1.77120,1893997.8943000005
05.10.2008 22:00:00.000 GMT+0100,1.76828,1.77162,1.67700,1.70430,22101272.723200016
12.10.2008 22:00:00.000 GMT+0100,1.71477,1.76295,1.69190,1.72810,33943047.27890003
19.10.2008 22:00:00.000 GMT+0100,1.73221,1.75170,1.52590,1.58985,26865025.537000015
26.10.2008 21:00:00.000 GMT-0000,1.58088,1.66715,1.52755,1.60643,4078447.8280999986
02.11.2008 22:00:00.000 GMT-0000,1.60800,1.63980,1.55305,1.56440,803504.3483000003
09.11.2008 22:00:00.000 GMT-0000,1.58116,1.58830,1.45565,1.47330,715190.2663
16.11.2008 22:00:00.000 GMT-0000,1.46475,1.52480,1.46384,1.49185,775178.5372999997
23.11.2008 22:00:00.000 GMT-0000,1.49190,1.55340,1.48375,1.53670,713577.7452000001
30.11.2008 22:00:00.000 GMT-0000,1.53622,1.53985,1.44670,1.46815,865755.0006000005
07.12.2008 22:00:00.000 GMT-0000,1.47324,1.51190,1.46740,1.49430,1121935.8026000003
14.12.2008 22:00:00.000 GMT-0000,1.49509,1.57205,1.48115,1.49255,1239290.1734000004
21.12.2008 22:00:00.000 GMT-0000,1.49520,1.49900,1.45585,1.45585,632068.8987000003
28.12.2008 22:00:00.000 GMT-0000,1.46565,1.48245,1.43505,1.45455,752770.2474000001
04.01.2009 22:00:00.000 GMT-0000,1.45356,1.53735,1.44250,1.51615,927507.5525000001
11.01.2009 22:00:00.000 GMT-0000,1.51384,1.51485,1.44680,1.47328,1346755.2995
18.01.2009 22:00:00.000 GMT-0000,1.48297,1.49080,1.35020,1.37935,1211050.4424
25.01.2009 22:00:00.000 GMT-0000,1.37283,1.45547,1.35470,1.45547,1549399.5793999997
01.02.2009 22:00:00.000 GMT-0000,1.44670,1.48445,1.40515,1.47830,1256369.9549
08.02.2009 22:00:00.000 GMT-0000,1.47850,1.49855,1.41355,1.43510,1278463.1739999992
15.02.2009 22:00:00.000 GMT-0000,1.42074,1.44820,1.40925,1.44300,1203304.6780000005
22.02.2009 22:00:00.000 GMT-0000,1.43965,1.46605,1.41100,1.43098,1263443.6388000003
01.03.2009 22:00:00.000 GMT-0000,1.42885,1.43060,1.39570,1.40900,1303926.1458000005
08.03.2009 21:00:00.000 GMT-0000,1.40821,1.41810,1.36540,1.39980,1569810.3700000008
15.03.2009 21:00:00.000 GMT-0000,1.39622,1.45965,1.38430,1.44620,1676586.7944000005
22.03.2009 21:00:00.000 GMT-0000,1.44644,1.47790,1.42660,1.43165,1520023.6738999994
29.03.2009 22:00:00.000 GMT+0100,1.42507,1.48455,1.41105,1.48365,1538596.7096999998
05.04.2009 22:00:00.000 GMT+0100,1.48323,1.49585,1.45815,1.46730,1583727.3786
12.04.2009 22:00:00.000 GMT+0100,1.46318,1.50665,1.46005,1.47945,1612154.9860999999
19.04.2009 22:00:00.000 GMT+0100,1.47972,1.48100,1.43960,1.46760,1817725.6274
26.04.2009 22:00:00.000 GMT+0100,1.46685,1.49475,1.45145,1.49185,1995849.8080000002
03.05.2009 22:00:00.000 GMT+0100,1.49037,1.52480,1.48355,1.52315,1905117.0941999995
10.05.2009 22:00:00.000 GMT+0100,1.52244,1.53525,1.50595,1.51750,1861101.4066999995
17.05.2009 22:00:00.000 GMT+0100,1.51586,1.59445,1.51155,1.59260,1999927.9530000002
24.05.2009 22:00:00.000 GMT+0100,1.59080,1.61990,1.57770,1.61860,1838437.4662
31.05.2009 22:00:00.000 GMT+0100,1.61932,1.66630,1.59390,1.59795,2249009.3936
07.06.2009 22:00:00.000 GMT+0100,1.59544,1.66220,1.58020,1.64405,1480005.6313
14.06.2009 22:00:00.000 GMT+0100,1.64340,1.65615,1.61859,1.64920,752560.2921999996
21.06.2009 22:00:00.000 GMT+0100,1.65046,1.66015,1.62085,1.65225,1735173.4962000002
28.06.2009 22:00:00.000 GMT+0100,1.65205,1.67440,1.63020,1.63300,1575811.7719000012
05.07.2009 22:00:00.000 GMT+0100,1.63194,1.63805,1.59830,1.62105,1985973.9344000006
12.07.2009 22:00:00.000 GMT+0100,1.62045,1.64785,1.60330,1.63340,1870211.5130999999
19.07.2009 22:00:00.000 GMT+0100,1.63217,1.65860,1.63105,1.64245,2046470.4445
26.07.2009 22:00:00.000 GMT+0100,1.64670,1.67320,1.63390,1.67063,2796285.8570000017
02.08.2009 22:00:00.000 GMT+0100,1.67167,1.70425,1.66510,1.66825,2152874.623500001
09.08.2009 22:00:00.000 GMT+0100,1.66712,1.67185,1.63900,1.65410,1249785.9269999997
16.08.2009 22:00:00.000 GMT+0100,1.65055,1.66240,1.62750,1.65060,1292482.6239999998
23.08.2009 22:00:00.000 GMT+0100,1.64983,1.65445,1.61535,1.62665,1554749.7051999995
30.08.2009 22:00:00.000 GMT+0100,1.62634,1.64130,1.61125,1.63900,1450794.8333
06.09.2009 22:00:00.000 GMT+0100,1.63870,1.67415,1.63215,1.66550,1197050.7248000002
13.09.2009 22:00:00.000 GMT+0100,1.66768,1.66865,1.62300,1.62695,1221862.8123000003
20.09.2009 22:00:00.000 GMT+0100,1.62215,1.64675,1.59150,1.59485,1176153.2616000006
27.09.2009 22:00:00.000 GMT+0100,1.59621,1.61255,1.57695,1.59475,1337977.2881999998
04.10.2009 22:00:00.000 GMT+0100,1.59423,1.61200,1.58250,1.58425,1464488.7780000002
11.10.2009 22:00:00.000 GMT+0100,1.58341,1.63990,1.57080,1.63545,1273433.1908999996
18.10.2009 22:00:00.000 GMT+0100,1.62908,1.66935,1.62405,1.63035,1316583.6603000003
25.10.2009 21:00:00.000 GMT-0000,1.62886,1.66030,1.62505,1.64494,1225062.401
01.11.2009 22:00:00.000 GMT-0000,1.64030,1.66355,1.62610,1.66092,1273037.1712
08.11.2009 22:00:00.000 GMT-0000,1.66580,1.68425,1.65155,1.66696,1179703.4139000005
15.11.2009 22:00:00.000 GMT-0000,1.66995,1.68780,1.64600,1.65005,1036658.8557999997
22.11.2009 22:00:00.000 GMT-0000,1.64965,1.67460,1.62705,1.64985,998728.2530999997
29.11.2009 22:00:00.000 GMT-0000,1.65035,1.67215,1.63800,1.64745,1151910.0155000004
06.12.2009 22:00:00.000 GMT-0000,1.64245,1.65155,1.61665,1.62600,1191361.6653000002
13.12.2009 22:00:00.000 GMT-0000,1.62455,1.64110,1.60510,1.61505,1069820.9442999999
20.12.2009 22:00:00.000 GMT-0000,1.61160,1.61645,1.59210,1.59620,749265.7767999998
27.12.2009 22:00:00.000 GMT-0000,1.59840,1.62360,1.58315,1.61614,639111.3069
03.01.2010 22:00:00.000 GMT-0000,1.61034,1.62415,1.58960,1.60210,1079678.309
10.01.2010 22:00:00.000 GMT-0000,1.60675,1.63545,1.60430,1.62615,1173369.0300000003
17.01.2010 22:00:00.000 GMT-0000,1.62615,1.64575,1.60770,1.61115,1088670.8199000005
24.01.2010 22:00:00.000 GMT-0000,1.61010,1.62755,1.59775,1.59883,1175419.6313
31.01.2010 22:00:00.000 GMT-0000,1.59440,1.60690,1.55580,1.56380,1238806.7713999995
07.02.2010 22:00:00.000 GMT-0000,1.55890,1.57650,1.55335,1.56980,1250457.8657000002
14.02.2010 22:00:00.000 GMT-0000,1.56805,1.58155,1.53505,1.54700,1125815.2386999996
21.02.2010 22:00:00.000 GMT-0000,1.54740,1.55750,1.51515,1.52347,1350583.4427999994
28.02.2010 22:00:00.000 GMT-0000,1.51540,1.52030,1.47805,1.51340,1264458.4237999998
07.03.2010 22:00:00.000 GMT-0000,1.51310,1.52170,1.48725,1.52025,1240207.8611999997
14.03.2010 21:00:00.000 GMT-0000,1.51684,1.53815,1.49775,1.50105,1369177.7678999999
21.03.2010 21:00:00.000 GMT-0000,1.50223,1.51120,1.47975,1.48950,1193946.0829999996
28.03.2010 22:00:00.000 GMT+0100,1.49135,1.52980,1.48915,1.52035,1088912.9819000007
04.04.2010 22:00:00.000 GMT+0100,1.52815,1.53910,1.51290,1.53685,1055457.2182000005
11.04.2010 22:00:00.000 GMT+0100,1.54535,1.55225,1.53355,1.53600,1252655.1992999997
18.04.2010 22:00:00.000 GMT+0100,1.52782,1.54730,1.51915,1.53745,1398625.6367000004
25.04.2010 22:00:00.000 GMT+0100,1.53865,1.54975,1.51250,1.52710,1750248.1559000001
02.05.2010 22:00:00.000 GMT+0100,1.53240,1.53335,1.44755,1.48010,1464920.0263999999
09.05.2010 22:00:00.000 GMT+0100,1.48820,1.50540,1.44955,1.45315,1263777.0133000005
16.05.2010 22:00:00.000 GMT+0100,1.45168,1.45455,1.42275,1.44560,1219838.4197000002
23.05.2010 22:00:00.000 GMT+0100,1.44595,1.46110,1.42580,1.44535,1188468.1259000006
30.05.2010 22:00:00.000 GMT+0100,1.44150,1.47700,1.44000,1.44515,1288692.6742
06.06.2010 22:00:00.000 GMT+0100,1.44095,1.47585,1.43460,1.45485,1505027.6044999997
13.06.2010 22:00:00.000 GMT+0100,1.45695,1.48860,1.45495,1.48195,1214436.5971
20.06.2010 22:00:00.000 GMT+0100,1.48595,1.50770,1.46875,1.50560,1134745.7712000003
27.06.2010 22:00:00.000 GMT+0100,1.50535,1.52290,1.48730,1.51925,1163038.2026000002
04.07.2010 22:00:00.000 GMT+0100,1.52025,1.52405,1.50500,1.50625,1111361.8581999994
11.07.2010 22:00:00.000 GMT+0100,1.50775,1.54710,1.49480,1.53000,1405382.3010999996
18.07.2010 22:00:00.000 GMT+0100,1.52750,1.54490,1.51235,1.54230,1292549.6835000003
25.07.2010 22:00:00.000 GMT+0100,1.54155,1.57205,1.54060,1.56810,1258066.5801000004
01.08.2010 22:00:00.000 GMT+0100,1.57037,1.59975,1.56950,1.59415,1087741.0761000002
08.08.2010 22:00:00.000 GMT+0100,1.59640,1.59950,1.55615,1.55920,1339582.3934
15.08.2010 22:00:00.000 GMT+0100,1.56095,1.57020,1.54620,1.55335,1253267.6724000005
22.08.2010 22:00:00.000 GMT+0100,1.55295,1.56190,1.53715,1.55265,1503124.6268
29.08.2010 22:00:00.000 GMT+0100,1.55300,1.55755,1.53260,1.54495,1252670.1293999997
05.09.2010 22:00:00.000 GMT+0100,1.54300,1.55325,1.52965,1.53560,1371077.9353
12.09.2010 22:00:00.000 GMT+0100,1.53555,1.57280,1.53470,1.56260,1258456.7266999995
19.09.2010 22:00:00.000 GMT+0100,1.56482,1.58435,1.55030,1.58135,1155243.5265
26.09.2010 22:00:00.000 GMT+0100,1.58150,1.59225,1.56690,1.58170,1566301.6734000007
03.10.2010 22:00:00.000 GMT+0100,1.57983,1.60175,1.57485,1.59615,1230420.6535
10.10.2010 22:00:00.000 GMT+0100,1.59503,1.61055,1.57550,1.59900,1384990.6267999995
17.10.2010 22:00:00.000 GMT+0100,1.59722,1.60035,1.56500,1.56835,1307711.8612
24.10.2010 22:00:00.000 GMT+0100,1.56780,1.60440,1.56612,1.60355,613416.0495999998
31.10.2010 21:00:00.000 GMT-0000,1.60428,1.62981,1.59614,1.61783,514506.7978999999
07.11.2010 22:00:00.000 GMT-0000,1.61943,1.62122,1.59515,1.61122,513165.8982999999
14.11.2010 22:00:00.000 GMT-0000,1.61448,1.61529,1.58384,1.59767,290916.7003
21.11.2010 22:00:00.000 GMT-0000,1.59791,1.60841,1.55753,1.55907,291544.69940000004
28.11.2010 22:00:00.000 GMT-0000,1.55889,1.57869,1.54841,1.57683,641943.6976000001
05.12.2010 22:00:00.000 GMT-0000,1.57571,1.58614,1.56550,1.58002,598506.6026000002
12.12.2010 22:00:00.000 GMT-0000,1.57943,1.59103,1.54538,1.55324,647098.3985999998
19.12.2010 22:00:00.000 GMT-0000,1.55141,1.55759,1.53559,1.54375,484101.7244999999
26.12.2010 22:00:00.000 GMT-0000,1.54363,1.56639,1.53439,1.56080,438630.9078999998
02.01.2011 22:00:00.000 GMT-0000,1.55626,1.56452,1.54056,1.55431,610648.0214000002
09.01.2011 22:00:00.000 GMT-0000,1.55185,1.58878,1.54745,1.58661,642603.8375000001
16.01.2011 22:00:00.000 GMT-0000,1.58620,1.60586,1.58348,1.59960,681566.5187000001
23.01.2011 22:00:00.000 GMT-0000,1.60030,1.60159,1.57507,1.58577,648968.2195999997
30.01.2011 22:00:00.000 GMT-0000,1.58474,1.62773,1.58207,1.61099,755894.4396999999
06.02.2011 22:00:00.000 GMT-0000,1.60964,1.61845,1.59628,1.60050,780237.8604000002
13.02.2011 22:00:00.000 GMT-0000,1.59851,1.62625,1.59808,1.62501,940571.1008000002
20.02.2011 22:00:00.000 GMT-0000,1.62549,1.62731,1.60304,1.61163,887738.2901999996
27.02.2011 22:00:00.000 GMT-0000,1.61157,1.63438,1.60714,1.62666,904851.7524999995
06.03.2011 22:00:00.000 GMT-0000,1.62754,1.63409,1.59766,1.60796,819066.5806999999
13.03.2011 21:00:00.000 GMT-0000,1.60875,1.62559,1.59774,1.62296,1080279.6579000002
20.03.2011 21:00:00.000 GMT-0000,1.62301,1.64003,1.60072,1.60385,852615.3469999998
27.03.2011 22:00:00.000 GMT+0100,1.60003,1.61504,1.59360,1.61096,853677.9433999999
03.04.2011 22:00:00.000 GMT+0100,1.61073,1.64272,1.60910,1.63786,857379.2768999997
10.04.2011 22:00:00.000 GMT+0100,1.63703,1.64256,1.62270,1.63223,848471.6823000002
17.04.2011 22:00:00.000 GMT+0100,1.63066,1.65992,1.61653,1.65006,773396.1620999994
24.04.2011 22:00:00.000 GMT+0100,1.65253,1.67453,1.64311,1.67066,762124.2595000002
01.05.2011 22:00:00.000 GMT+0100,1.67090,1.67376,1.63549,1.63643,931422.1531000002
08.05.2011 22:00:00.000 GMT+0100,1.63509,1.65168,1.61463,1.61932,1003066.1588000001
15.05.2011 22:00:00.000 GMT+0100,1.62085,1.63047,1.61052,1.62247,915147.6384
22.05.2011 22:00:00.000 GMT+0100,1.62229,1.65117,1.60580,1.65033,906487.9488000002
29.05.2011 22:00:00.000 GMT+0100,1.64954,1.65464,1.62838,1.64221,736533.0179
05.06.2011 22:00:00.000 GMT+0100,1.64056,1.64718,1.62125,1.62260,803653.7730999998
12.06.2011 22:00:00.000 GMT+0100,1.62308,1.64411,1.60783,1.61893,864874.6181999998
19.06.2011 22:00:00.000 GMT+0100,1.61603,1.62623,1.59380,1.59565,834308.4213000004
26.06.2011 22:00:00.000 GMT+0100,1.59595,1.61178,1.59110,1.60683,865544.1144000001
03.07.2011 22:00:00.000 GMT+0100,1.60560,1.61397,1.59313,1.60563,727824.3184999995
10.07.2011 22:00:00.000 GMT+0100,1.60124,1.61928,1.57800,1.61424,915118.4989
17.07.2011 22:00:00.000 GMT+0100,1.61082,1.63387,1.60049,1.62962,832027.0253999999
24.07.2011 22:00:00.000 GMT+0100,1.63292,1.64700,1.62607,1.64209,856280.3893
31.07.2011 22:00:00.000 GMT+0100,1.64232,1.64746,1.62240,1.63875,1026000.6497999995
07.08.2011 22:00:00.000 GMT+0100,1.64656,1.64749,1.61107,1.62794,1125179.3190000001
14.08.2011 22:00:00.000 GMT+0100,1.62768,1.66175,1.62553,1.64633,907096.7198
21.08.2011 22:00:00.000 GMT+0100,1.64659,1.65725,1.62074,1.63671,888490.3712999999
28.08.2011 22:00:00.000 GMT+0100,1.63491,1.64541,1.61315,1.62145,752210.7911000001
04.09.2011 22:00:00.000 GMT+0100,1.61501,1.61950,1.58436,1.58796,886843.798
11.09.2011 22:00:00.000 GMT+0100,1.58318,1.58855,1.57060,1.57918,958519.0488000001
18.09.2011 22:00:00.000 GMT+0100,1.57313,1.57553,1.53274,1.54447,953315.2018
25.09.2011 22:00:00.000 GMT+0100,1.54754,1.57152,1.54318,1.55768,1004201.0121000003
02.10.2011 22:00:00.000 GMT+0100,1.55464,1.56457,1.52714,1.55535,1074830.839199999
09.10.2011 22:00:00.000 GMT+0100,1.55567,1.58518,1.55268,1.58175,970402.8596000001
16.10.2011 22:00:00.000 GMT+0100,1.58275,1.59731,1.56314,1.59516,1021103.6410999995
23.10.2011 22:00:00.000 GMT+0100,1.59305,1.61517,1.58904,1.61243,952771.6281999997
30.10.2011 21:00:00.000 GMT-0000,1.61206,1.61659,1.58760,1.60305,1111791.6878
06.11.2011 22:00:00.000 GMT-0000,1.60663,1.61293,1.58682,1.60630,989285.3827999996
13.11.2011 22:00:00.000 GMT-0000,1.60873,1.60916,1.56905,1.58043,1123124.8785
20.11.2011 22:00:00.000 GMT-0000,1.57857,1.57964,1.54229,1.54370,1085486.7085000002
27.11.2011 22:00:00.000 GMT-0000,1.54875,1.57794,1.54589,1.55951,1104370.2249
04.12.2011 22:00:00.000 GMT-0000,1.56249,1.57694,1.55610,1.56673,1032960.1313
11.12.2011 22:00:00.000 GMT-0000,1.56531,1.56577,1.54090,1.55427,1130185.1685000001
18.12.2011 22:00:00.000 GMT-0000,1.55420,1.57737,1.54645,1.55847,928514.3280000002
25.12.2011 22:00:00.000 GMT-0000,1.55928,1.56915,1.53617,1.55422,597768.0093000003
01.01.2012 22:00:00.000 GMT-0000,1.54957,1.56694,1.53750,1.54248,849787.4417999994
08.01.2012 22:00:00.000 GMT-0000,1.54230,1.55002,1.52336,1.53163,1088671.8122000003
15.01.2012 22:00:00.000 GMT-0000,1.52775,1.55765,1.52749,1.55738,1025077.7618
22.01.2012 22:00:00.000 GMT-0000,1.55535,1.57390,1.55164,1.57257,1077666.5076999997
29.01.2012 22:00:00.000 GMT-0000,1.57305,1.58826,1.56536,1.58115,1109572.5896999997
05.02.2012 22:00:00.000 GMT-0000,1.58102,1.59281,1.57298,1.57533,899213.3686
12.02.2012 22:00:00.000 GMT-0000,1.57757,1.58618,1.56442,1.58211,869501.2815999999
19.02.2012 22:00:00.000 GMT-0000,1.58450,1.58985,1.56480,1.58770,735688.3121
26.02.2012 22:00:00.000 GMT-0000,1.58829,1.59916,1.57990,1.58325,783462.4411999995
04.03.2012 22:00:00.000 GMT-0000,1.58349,1.58815,1.56619,1.56730,639833.3968000002
11.03.2012 21:00:00.000 GMT-0000,1.56626,1.58607,1.56020,1.58442,686166.3320999998
18.03.2012 21:00:00.000 GMT-0000,1.58340,1.59228,1.57699,1.58670,684760.3395
25.03.2012 22:00:00.000 GMT+0100,1.58734,1.60367,1.58008,1.60039,689411.0708999997
01.04.2012 22:00:00.000 GMT+0100,1.60214,1.60622,1.58050,1.58722,584182.6198999999
08.04.2012 22:00:00.000 GMT+0100,1.58856,1.59842,1.58084,1.58444,642233.0325999997
15.04.2012 22:00:00.000 GMT+0100,1.58461,1.61496,1.58187,1.61188,765194.3813
22.04.2012 22:00:00.000 GMT+0100,1.61213,1.62793,1.60760,1.62632,756318.9764999999
29.04.2012 22:00:00.000 GMT+0100,1.62713,1.63008,1.61401,1.61459,656422.5114999999
06.05.2012 22:00:00.000 GMT+0100,1.61347,1.61975,1.60610,1.60656,788577.2716000001
13.05.2012 22:00:00.000 GMT+0100,1.60632,1.61226,1.57319,1.58161,866471.3080999998
20.05.2012 22:00:00.000 GMT+0100,1.57966,1.58477,1.56300,1.56639,883532.4519000001
27.05.2012 22:00:00.000 GMT+0100,1.56910,1.57162,1.52677,1.53603,841755.2682
03.06.2012 22:00:00.000 GMT+0100,1.53590,1.56000,1.53207,1.54690,830660.2417999998
10.06.2012 22:00:00.000 GMT+0100,1.55061,1.57256,1.54538,1.57094,864486.1512000001
17.06.2012 22:00:00.000 GMT+0100,1.57033,1.57770,1.55564,1.55803,937290.5302
24.06.2012 22:00:00.000 GMT+0100,1.55650,1.57143,1.54846,1.57051,907855.6512999997
01.07.2012 22:00:00.000 GMT+0100,1.56952,1.57216,1.54600,1.54844,807353.5785999999
08.07.2012 22:00:00.000 GMT+0100,1.54735,1.55801,1.53924,1.55741,794653.5068000002
15.07.2012 22:00:00.000 GMT+0100,1.55760,1.57369,1.55165,1.56178,862391.4001000003
22.07.2012 22:00:00.000 GMT+0100,1.56235,1.57671,1.54581,1.57475,1043751.7562000004
29.07.2012 22:00:00.000 GMT+0100,1.57354,1.57504,1.54899,1.56377,910340.4777999999
05.08.2012 22:00:00.000 GMT+0100,1.56148,1.57007,1.55460,1.56860,790062.1592000003
12.08.2012 22:00:00.000 GMT+0100,1.56714,1.57439,1.56359,1.56934,651998.4393000002
19.08.2012 22:00:00.000 GMT+0100,1.57036,1.59121,1.56773,1.58078,701327.8261999997
26.08.2012 22:00:00.000 GMT+0100,1.58193,1.58949,1.57535,1.58624,616383.3909000003
02.09.2012 22:00:00.000 GMT+0100,1.58771,1.60336,1.58256,1.60097,703357.9540999999
09.09.2012 22:00:00.000 GMT+0100,1.60161,1.62550,1.59583,1.62150,729279.1219999999
16.09.2012 22:00:00.000 GMT+0100,1.62196,1.63089,1.61627,1.62275,689805.1205000001
23.09.2012 22:00:00.000 GMT+0100,1.62347,1.62717,1.61145,1.61644,660453.2598
30.09.2012 22:00:00.000 GMT+0100,1.61458,1.62164,1.60660,1.61327,683112.2114999997
07.10.2012 22:00:00.000 GMT+0100,1.61324,1.61413,1.59756,1.60682,660479.2394999999
14.10.2012 22:00:00.000 GMT+0100,1.60709,1.61778,1.59966,1.59998,634973.6110000003
21.10.2012 22:00:00.000 GMT+0100,1.59998,1.61427,1.59130,1.61028,640228.2623999999
28.10.2012 21:00:00.000 GMT-0000,1.61027,1.61745,1.60060,1.60190,529585.1093999998
04.11.2012 22:00:00.000 GMT-0000,1.60099,1.60418,1.58874,1.58933,583047.9184999999
11.11.2012 22:00:00.000 GMT-0000,1.59006,1.59149,1.58267,1.58775,525217.3206999999
18.11.2012 22:00:00.000 GMT-0000,1.58861,1.60507,1.58817,1.60263,479946.10829999996
25.11.2012 22:00:00.000 GMT-0000,1.60321,1.60620,1.59618,1.60103,560307.3182
02.12.2012 22:00:00.000 GMT-0000,1.60172,1.61305,1.60019,1.60347,523871.4699
09.12.2012 22:00:00.000 GMT-0000,1.60367,1.61771,1.60135,1.61722,499139.35110000015
16.12.2012 22:00:00.000 GMT-0000,1.61671,1.63061,1.61516,1.61684,606504.2275
23.12.2012 22:00:00.000 GMT-0000,1.61520,1.62057,1.60663,1.61625,390785.0312000001
30.12.2012 22:00:00.000 GMT-0000,1.61733,1.63823,1.60092,1.60678,542616.5724999998
06.01.2013 22:00:00.000 GMT-0000,1.60709,1.61766,1.59920,1.61323,732990.2502999998
13.01.2013 22:00:00.000 GMT-0000,1.61302,1.61540,1.58536,1.58638,801487.9169
20.01.2013 22:00:00.000 GMT-0000,1.58481,1.58929,1.57455,1.57998,765274.3011999999
27.01.2013 22:00:00.000 GMT-0000,1.57605,1.58780,1.56738,1.56910,791987.9036999999
03.02.2013 22:00:00.000 GMT-0000,1.56908,1.58441,1.56300,1.58005,810673.7227000002
10.02.2013 22:00:00.000 GMT-0000,1.57924,1.58096,1.54606,1.55162,771134.6094000003
17.02.2013 22:00:00.000 GMT-0000,1.55037,1.55082,1.51300,1.51605,736830.3276999999
24.02.2013 22:00:00.000 GMT-0000,1.50763,1.52211,1.49853,1.50358,949103.5412000002
03.03.2013 22:00:00.000 GMT-0000,1.50417,1.51984,1.48853,1.49222,727884.5181999999
10.03.2013 21:00:00.000 GMT-0000,1.49153,1.51762,1.48287,1.51129,737889.7872999999
17.03.2013 21:00:00.000 GMT-0000,1.51179,1.52474,1.50265,1.52283,863398.3702999998
24.03.2013 21:00:00.000 GMT-0000,1.52291,1.52599,1.50923,1.51958,659837.3197999997
31.03.2013 22:00:00.000 GMT+0100,1.51873,1.53630,1.50332,1.53347,619672.7784000004
07.04.2013 22:00:00.000 GMT+0100,1.53078,1.54113,1.52397,1.53421,667126.7697000002
14.04.2013 22:00:00.000 GMT+0100,1.53391,1.53847,1.52160,1.52288,823582.9545000006
21.04.2013 22:00:00.000 GMT+0100,1.52317,1.54984,1.51963,1.54746,655126.0191000002
28.04.2013 22:00:00.000 GMT+0100,1.54870,1.56051,1.54675,1.55723,586029.4714999998
05.05.2013 22:00:00.000 GMT+0100,1.55614,1.55976,1.53138,1.53635,596364.3401999999
12.05.2013 22:00:00.000 GMT+0100,1.53556,1.53845,1.51576,1.51666,791539.3810000002
19.05.2013 22:00:00.000 GMT+0100,1.51871,1.52808,1.50133,1.51250,788845.5589999999
26.05.2013 22:00:00.000 GMT+0100,1.51318,1.52394,1.50077,1.51975,666250.1890999998
02.06.2013 22:00:00.000 GMT+0100,1.52023,1.56837,1.51911,1.55544,797248.8988
09.06.2013 22:00:00.000 GMT+0100,1.55219,1.57373,1.54942,1.57067,774762.553
16.06.2013 22:00:00.000 GMT+0100,1.57248,1.57515,1.53680,1.54190,512284.21140000003
23.06.2013 22:00:00.000 GMT+0100,1.53716,1.54772,1.51654,1.52105,516222.60970000015
30.06.2013 22:00:00.000 GMT+0100,1.52010,1.53042,1.48570,1.48860,450634.55180000013
07.07.2013 22:00:00.000 GMT+0100,1.48754,1.52219,1.48130,1.51094,528042.9793
14.07.2013 22:00:00.000 GMT+0100,1.51192,1.52816,1.50276,1.52669,494926.44879999995
21.07.2013 22:00:00.000 GMT+0100,1.52702,1.54344,1.52576,1.53818,848288.5456
28.07.2013 22:00:00.000 GMT+0100,1.53808,1.54133,1.51020,1.52943,488881.97000000003
04.08.2013 22:00:00.000 GMT+0100,1.52918,1.55741,1.52047,1.54978,453626.2172
11.08.2013 22:00:00.000 GMT+0100,1.54901,1.56565,1.54221,1.56263,491195.1616999999
18.08.2013 22:00:00.000 GMT+0100,1.56189,1.57171,1.55389,1.55667,483826.9885999998
25.08.2013 22:00:00.000 GMT+0100,1.55627,1.56115,1.54288,1.55038,420480.76019999996
01.09.2013 22:00:00.000 GMT+0100,1.55333,1.56807,1.55053,1.56272,416698.9325999998
08.09.2013 22:00:00.000 GMT+0100,1.56138,1.58844,1.56130,1.58721,381006.0800000001
15.09.2013 22:00:00.000 GMT+0100,1.59340,1.61631,1.58850,1.60027,450912.6475
22.09.2013 22:00:00.000 GMT+0100,1.60029,1.61468,1.59555,1.61359,375423.26029999997
29.09.2013 22:00:00.000 GMT+0100,1.61409,1.62600,1.60055,1.60060,441421.2821000005
06.10.2013 22:00:00.000 GMT+0100,1.60219,1.61243,1.59139,1.59485,405554.3816
13.10.2013 22:00:00.000 GMT+0100,1.59690,1.62250,1.58940,1.61640,441744.3202000001
20.10.2013 22:00:00.000 GMT+0100,1.61730,1.62565,1.61157,1.61621,415936.479
27.10.2013 21:00:00.000 GMT-0000,1.61619,1.62080,1.59087,1.59215,489613.9169000002
03.11.2013 22:00:00.000 GMT-0000,1.59223,1.61177,1.59033,1.60178,478957.02030000003
10.11.2013 22:00:00.000 GMT-0000,1.59980,1.61342,1.58540,1.61159,482450.4990000002
17.11.2013 22:00:00.000 GMT-0000,1.61216,1.62259,1.60590,1.62243,522524.6693000002
24.11.2013 22:00:00.000 GMT-0000,1.62240,1.63841,1.61329,1.63612,464743.7605
01.12.2013 22:00:00.000 GMT-0000,1.63690,1.64418,1.62921,1.63461,558839.0801000001
08.12.2013 22:00:00.000 GMT-0000,1.63466,1.64657,1.62625,1.62960,405833.6884
15.12.2013 22:00:00.000 GMT-0000,1.62863,1.64836,1.62189,1.63285,439776.0078
22.12.2013 22:00:00.000 GMT-0000,1.63355,1.65772,1.63222,1.64807,259902.95060000004
29.12.2013 22:00:00.000 GMT-0000,1.64768,1.66031,1.63950,1.64171,351501.36210000014
