time,open,high,low,close,Volume,Volume MA
2010-01-03T22:00:00Z,2.22698,2.23671,2.22087,2.23371,3999,NaN
2010-01-04T02:00:00Z,2.23371,2.23643,2.22741,2.22851,3287,NaN
2010-01-04T06:00:00Z,2.22851,2.23096,2.22211,2.22931,10230,NaN
2010-01-04T10:00:00Z,2.22931,2.23283,2.21503,2.21701,11606,NaN
2010-01-04T14:00:00Z,2.21701,2.21759,2.19188,2.20124,10787,NaN
2010-01-04T18:00:00Z,2.20124,2.20221,2.18871,2.19038,4098,NaN
2010-01-04T22:00:00Z,2.19038,2.19571,2.18688,2.19061,4698,NaN
2010-01-05T02:00:00Z,2.19061,2.19769,2.18901,2.19271,6263,NaN
2010-01-05T06:00:00Z,2.19271,2.19749,2.17749,2.17911,12212,NaN
2010-01-05T10:00:00Z,2.17911,2.18294,2.17035,2.18231,11637,NaN
2010-01-05T14:00:00Z,2.18231,2.18661,2.1733,2.17764,12513,NaN
2010-01-05T18:00:00Z,2.17764,2.18404,2.17383,2.17591,4973,NaN
2010-01-05T22:00:00Z,2.17591,2.18363,2.17454,2.18094,5752,NaN
2010-01-06T02:00:00Z,2.18094,2.18095,2.17378,2.17494,5558,NaN
2010-01-06T06:00:00Z,2.17494,2.19321,2.17356,2.18341,15962,NaN
2010-01-06T10:00:00Z,2.18341,2.18756,2.17344,2.17741,10164,NaN
2010-01-06T14:00:00Z,2.17741,2.18384,2.17188,2.17339,12925,NaN
2010-01-06T18:00:00Z,2.17339,2.17621,2.16561,2.16875,4247,NaN
2010-01-06T22:00:00Z,2.16875,2.17281,2.15943,2.16699,4177,NaN
2010-01-07T02:00:00Z,2.16699,2.17035,2.16281,2.16539,5562,8032.5
2010-01-07T06:00:00Z,2.16539,2.16951,2.16121,2.16697,13565,8510.8
2010-01-07T10:00:00Z,2.16697,2.17541,2.16663,2.16965,12099,8951.4
2010-01-07T14:00:00Z,2.16965,2.17562,2.16799,2.17297,11082,8994
2010-01-07T18:00:00Z,2.17297,2.17747,2.17152,2.17499,3423,8584.85
2010-01-07T22:00:00Z,2.17499,2.17751,2.17223,2.17511,3878,8239.4
2010-01-08T02:00:00Z,2.17511,2.18321,2.17351,2.18302,4374,8253.2
2010-01-08T06:00:00Z,2.18302,2.1918,2.17971,2.18911,9731,8504.85
2010-01-08T10:00:00Z,2.18911,2.19397,2.18285,2.18557,11591,8771.25
2010-01-08T14:00:00Z,2.18557,2.18921,2.17397,2.17397,16103,8965.8
2010-01-08T18:00:00Z,2.17397,2.17836,2.17092,2.1748,3719,8569.9
2010-01-10T22:00:00Z,2.1748,2.17591,2.16801,2.17491,2034,8045.95
2010-01-11T02:00:00Z,2.17491,2.17529,2.17035,2.17211,2002,7897.4
2010-01-11T06:00:00Z,2.17211,2.18152,2.17101,2.18129,9042,8061.9
2010-01-11T10:00:00Z,2.18129,2.18474,2.17791,2.17911,8943,8231.15
2010-01-11T14:00:00Z,2.17911,2.18276,2.17151,2.17171,10243,7945.2
2010-01-11T18:00:00Z,2.17171,2.17315,2.16467,2.16957,4084,7641.2
2010-01-11T22:00:00Z,2.16957,2.17671,2.16917,2.17231,4055,7197.7
2010-01-12T02:00:00Z,2.17231,2.17685,2.16871,2.16981,5736,7272.15
2010-01-12T06:00:00Z,2.16981,2.17813,2.16415,2.17391,12979,7712.25
2010-01-12T10:00:00Z,2.17391,2.18866,2.17354,2.18361,14204,8144.35
2010-01-12T14:00:00Z,2.18361,2.18751,2.17831,2.18701,16648,8298.5
2010-01-12T18:00:00Z,2.18701,2.19254,2.18607,2.18831,6248,8005.95
2010-01-12T22:00:00Z,2.18831,2.18911,2.18351,2.18451,3577,7630.7
2010-01-13T02:00:00Z,2.18451,2.18501,2.17911,2.18291,4198,7669.45
2010-01-13T06:00:00Z,2.18291,2.19107,2.18251,2.18831,10496,8000.35
2010-01-13T10:00:00Z,2.18831,2.19968,2.18801,2.19282,9965,8279.9
